Otimização: Bot_Donchian_MM_V31
Estratégia: Bot_Donchian_MM_V3
Data inicial: 08/05/2023
Data final: 08/08/2023
Otimizações: 864
ID;Ativo;Intervalo;Saldo;Lucro Liquido;Fator de Lucro;Lucro Bruto;Loss Bruto;Número op.;Op. Vencedoras;Op. Perdedoras;Op. Zeradas;Média de Lucro/Prejuízo;Maior lucro;Percentual de Op. Vencedoras;Média de tempo em op;Declínio Máx.(Topo ao Fundo);Declínio Máx.(Trade a Trade);TrueRangeXstop;QtdMinContratos;PeriodoDonchUm;DeslocamentoUm;StopLoss;
515;WINFUT;45 Segundo;205;205;1,01;26725;-26520;915;555;331;29;0,60;195,00;60,66;00:00:00;-3.390,00;-1.155,00;2,00;5;2;3;250;
516;WINFUT;45 Segundo;-2010;-2010;0,92;22375;-24385;837;509;304;24;0,55;165,00;60,81;00:00:00;-2.875,00;-875,00;2,00;5;2;4;250;
517;WINFUT;45 Segundo;2985;2985;1,09;34620;-31635;1013;611;377;25;0,68;265,00;60,32;00:00:00;-2.205,00;-655,00;2,00;5;3;1;250;
518;WINFUT;45 Segundo;1170;1170;1,04;29245;-28075;836;490;334;12;0,71;220,00;58,61;00:00:00;-2.505,00;-1.065,00;2,00;5;3;2;250;
519;WINFUT;45 Segundo;-1415;-1415;0,95;24790;-26205;741;435;295;11;0,64;225,00;58,70;00:00:00;-3.925,00;-695,00;2,00;5;3;3;250;
520;WINFUT;45 Segundo;-1070;-1070;0,96;24385;-25455;738;443;281;14;0,61;235,00;60,03;00:00:00;-3.360,00;-765,00;2,00;5;3;4;250;
521;WINFUT;45 Segundo;4305;4305;1,13;36835;-32530;923;567;346;10;0,69;265,00;61,43;00:00:00;-2.995,00;-800,00;2,00;5;4;1;250;
522;WINFUT;45 Segundo;3900;3900;1,14;31810;-27910;774;471;293;10;0,71;265,00;60,85;00:00:00;-2.645,00;-675,00;2,00;5;4;2;250;
523;WINFUT;45 Segundo;1950;1950;1,08;27630;-25680;690;407;273;10;0,72;255,00;58,99;00:00:00;-1.775,00;-805,00;2,00;5;4;3;250;
524;WINFUT;45 Segundo;1405;1405;1,06;26200;-24795;649;388;256;5;0,70;295,00;59,78;00:00:00;-1.550,00;-915,00;2,00;5;4;4;250;
525;WINFUT;45 Segundo;5535;5535;1,18;35695;-30160;829;500;320;9;0,76;265,00;60,31;00:00:00;-1.710,00;-680,00;2,00;5;5;1;250;
526;WINFUT;45 Segundo;1060;1060;1,04;30400;-29340;724;417;301;6;0,75;265,00;57,60;00:00:00;-2.365,00;-795,00;2,00;5;5;2;250;
527;WINFUT;45 Segundo;1330;1330;1,05;27560;-26230;644;370;270;4;0,77;295,00;57,45;00:00:00;-1.555,00;-805,00;2,00;5;5;3;250;
528;WINFUT;45 Segundo;1930;1930;1,08;25970;-24040;592;340;247;5;0,78;330,00;57,43;00:00:00;-1.275,00;-805,00;2,00;5;5;4;250;
529;WINFUT;45 Segundo;5025;5025;1,18;33380;-28355;1130;707;376;47;0,63;215,00;62,57;00:00:00;-2.165,00;-575,00;2,50;5;2;1;250;
530;WINFUT;45 Segundo;2340;2340;1,09;28680;-26340;925;572;327;26;0,62;250,00;61,84;00:00:00;-2.725,00;-740,00;2,50;5;2;2;250;
531;WINFUT;45 Segundo;470;470;1,02;26625;-26155;884;554;304;26;0,56;195,00;62,67;00:00:00;-3.120,00;-1.175,00;2,50;5;2;3;250;
532;WINFUT;45 Segundo;-1615;-1615;0,93;22480;-24095;810;515;268;27;0,49;165,00;63,58;00:00:00;-3.270,00;-745,00;2,50;5;2;4;250;
533;WINFUT;45 Segundo;3420;3420;1,11;34285;-30865;976;611;340;25;0,62;265,00;62,60;00:00:00;-1.955,00;-710,00;2,50;5;3;1;250;
534;WINFUT;45 Segundo;1390;1390;1,05;28955;-27565;799;491;296;12;0,63;220,00;61,45;00:00:00;-2.570,00;-900,00;2,50;5;3;2;250;
535;WINFUT;45 Segundo;-1065;-1065;0,96;25010;-26075;718;441;265;12;0,58;225,00;61,42;00:00:00;-3.540,00;-720,00;2,50;5;3;3;250;
536;WINFUT;45 Segundo;-1045;-1045;0,96;24585;-25630;709;453;241;15;0,51;235,00;63,89;00:00:00;-3.270,00;-850,00;2,50;5;3;4;250;
537;WINFUT;45 Segundo;5945;5945;1,19;37135;-31190;885;574;298;13;0,62;265,00;64,86;00:00:00;-2.335,00;-880,00;2,50;5;4;1;250;
538;WINFUT;45 Segundo;3690;3690;1,13;31675;-27985;744;476;257;11;0,61;265,00;63,98;00:00:00;-2.640,00;-740,00;2,50;5;4;2;250;
539;WINFUT;45 Segundo;3165;3165;1,13;27705;-24540;656;420;224;12;0,60;255,00;64,02;00:00:00;-1.835,00;-1.000,00;2,50;5;4;3;250;
540;WINFUT;45 Segundo;2505;2505;1,10;26710;-24205;622;397;217;8;0,60;295,00;63,83;00:00:00;-1.540,00;-1.000,00;2,50;5;4;4;250;
541;WINFUT;45 Segundo;6240;6240;1,21;35505;-29265;793;509;271;13;0,65;265,00;64,19;00:00:00;-1.740,00;-670,00;2,50;5;5;1;250;
542;WINFUT;45 Segundo;2440;2440;1,09;31005;-28565;691;438;246;7;0,61;265,00;63,39;00:00:00;-2.400,00;-800,00;2,50;5;5;2;250;
543;WINFUT;45 Segundo;3515;3515;1,14;28140;-24625;609;384;219;6;0,65;290,00;63,05;00:00:00;-1.295,00;-715,00;2,50;5;5;3;250;
544;WINFUT;45 Segundo;1815;1815;1,07;26230;-24415;568;351;210;7;0,64;330,00;61,80;00:00:00;-1.380,00;-825,00;2,50;5;5;4;250;
545;WINFUT;45 Segundo;6980;6980;1,27;33215;-26235;1106;710;351;45;0,63;215,00;64,20;00:00:00;-1.645,00;-675,00;3,00;5;2;1;250;
546;WINFUT;45 Segundo;4310;4310;1,18;28855;-24545;903;573;305;25;0,63;250,00;63,46;00:00:00;-2.315,00;-885,00;3,00;5;2;2;250;
547;WINFUT;45 Segundo;330;330;1,01;26660;-26330;866;558;283;25;0,51;195,00;64,43;00:00:00;-3.500,00;-1.380,00;3,00;5;2;3;250;
548;WINFUT;45 Segundo;-65;-65;1,00;22660;-22725;791;521;244;26;0,47;165,00;65,87;00:00:00;-1.880,00;-875,00;3,00;5;2;4;250;
549;WINFUT;45 Segundo;3270;3270;1,11;33740;-30470;955;604;326;25;0,60;265,00;63,25;00:00:00;-2.450,00;-780,00;3,00;5;3;1;250;
550;WINFUT;45 Segundo;1110;1110;1,04;28985;-27875;787;495;279;13;0,59;220,00;62,90;00:00:00;-3.000,00;-1.045,00;3,00;5;3;2;250;
551;WINFUT;45 Segundo;45;45;1,00;25460;-25415;704;451;242;11;0,54;225,00;64,06;00:00:00;-3.920,00;-680,00;3,00;5;3;3;250;
552;WINFUT;45 Segundo;2250;2250;1,10;24965;-22715;683;462;206;15;0,49;235,00;67,64;00:00:00;-2.215,00;-700,00;3,00;5;3;4;250;
553;WINFUT;45 Segundo;5400;5400;1,18;36235;-30835;856;570;272;14;0,56;265,00;66,59;00:00:00;-2.640,00;-805,00;3,00;5;4;1;250;
554;WINFUT;45 Segundo;4420;4420;1,16;31430;-27010;722;481;226;15;0,55;255,00;66,62;00:00:00;-2.590,00;-855,00;3,00;5;4;2;250;
555;WINFUT;45 Segundo;4720;4720;1,20;28485;-23765;641;431;198;12;0,55;255,00;67,24;00:00:00;-1.415,00;-685,00;3,00;5;4;3;250;
556;WINFUT;45 Segundo;3310;3310;1,14;26855;-23545;604;403;192;9;0,54;295,00;66,72;00:00:00;-1.275,00;-690,00;3,00;5;4;4;250;
557;WINFUT;45 Segundo;6910;6910;1,24;35170;-28260;767;511;242;14;0,59;265,00;66,62;00:00:00;-1.865,00;-1.005,00;3,00;5;5;1;250;
558;WINFUT;45 Segundo;2320;2320;1,08;30940;-28620;671;443;221;7;0,54;265,00;66,02;00:00:00;-2.565,00;-850,00;3,00;5;5;2;250;
559;WINFUT;45 Segundo;4130;4130;1,17;28655;-24525;594;393;193;8;0,57;290,00;66,16;00:00:00;-1.400,00;-845,00;3,00;5;5;3;250;
560;WINFUT;45 Segundo;2335;2335;1,10;26240;-23905;548;357;183;8;0,56;330,00;65,15;00:00:00;-1.605,00;-865,00;3,00;5;5;4;250;
561;WINFUT;45 Segundo;6830;6830;1,26;33235;-26405;1100;710;345;45;0,61;215,00;64,55;00:00:00;-1.500,00;-640,00;3,50;5;2;1;250;
562;WINFUT;45 Segundo;4390;4390;1,18;28885;-24495;891;575;290;26;0,59;250,00;64,53;00:00:00;-1.765,00;-625,00;3,50;5;2;2;250;
563;WINFUT;45 Segundo;815;815;1,03;26300;-25485;847;555;269;23;0,50;195,00;65,53;00:00:00;-3.130,00;-785,00;3,50;5;2;3;250;
564;WINFUT;45 Segundo;-1525;-1525;0,94;22600;-24125;784;519;239;26;0,43;165,00;66,20;00:00:00;-2.820,00;-1.005,00;3,50;5;2;4;250;
565;WINFUT;45 Segundo;4795;4795;1,16;33925;-29130;936;603;307;26;0,59;265,00;64,42;00:00:00;-2.150,00;-655,00;3,50;5;3;1;250;
566;WINFUT;45 Segundo;3720;3720;1,15;29335;-25615;771;499;258;14;0,59;220,00;64,72;00:00:00;-3.110,00;-790,00;3,50;5;3;2;250;
567;WINFUT;45 Segundo;-600;-600;0,98;25315;-25915;694;449;234;11;0,51;225,00;64,70;00:00:00;-4.850,00;-640,00;3,50;5;3;3;250;
568;WINFUT;45 Segundo;1585;1585;1,07;25145;-23560;676;463;198;15;0,46;235,00;68,49;00:00:00;-2.935,00;-795,00;3,50;5;3;4;250;
569;WINFUT;45 Segundo;5030;5030;1,17;35415;-30385;838;561;264;13;0,55;265,00;66,95;00:00:00;-2.955,00;-910,00;3,50;5;4;1;250;
570;WINFUT;45 Segundo;3265;3265;1,12;30805;-27540;711;474;222;15;0,52;255,00;66,67;00:00:00;-2.630,00;-790,00;3,50;5;4;2;250;
571;WINFUT;45 Segundo;3325;3325;1,14;27880;-24555;631;427;192;12;0,51;255,00;67,67;00:00:00;-1.455,00;-780,00;3,50;5;4;3;250;
572;WINFUT;45 Segundo;3350;3350;1,14;26665;-23315;590;402;179;9;0,51;295,00;68,14;00:00:00;-1.330,00;-695,00;3,50;5;4;4;250;
573;WINFUT;45 Segundo;5615;5615;1,19;34590;-28975;753;504;235;14;0,56;265,00;66,93;00:00:00;-2.295,00;-1.175,00;3,50;5;5;1;250;
574;WINFUT;45 Segundo;2405;2405;1,08;30825;-28420;655;439;209;7;0,52;265,00;67,02;00:00:00;-2.300,00;-980,00;3,50;5;5;2;250;
575;WINFUT;45 Segundo;4770;4770;1,20;28730;-23960;582;395;178;9;0,54;290,00;67,87;00:00:00;-1.340,00;-785,00;3,50;5;5;3;250;
576;WINFUT;45 Segundo;2305;2305;1,10;26250;-23945;539;361;170;8;0,52;330,00;66,98;00:00:00;-1.815,00;-1.005,00;3,50;5;5;4;250;
577;WINFUT;50 Segundo;-440;-440;0,99;32965;-33405;1294;600;676;18;1,11;250,00;46,37;00:00:00;-3.350,00;-555,00;1,00;5;2;1;250;
578;WINFUT;50 Segundo;-345;-345;0,99;26100;-26445;1033;467;549;17;1,16;265,00;45,21;00:00:00;-3.595,00;-545,00;1,00;5;2;2;250;
579;WINFUT;50 Segundo;-285;-285;0,99;24245;-24530;1004;477;510;17;1,06;265,00;47,51;00:00:00;-3.005,00;-770,00;1,00;5;2;3;250;
580;WINFUT;50 Segundo;1030;1030;1,05;22775;-21745;917;446;454;17;1,07;220,00;48,64;00:00:00;-930,00;-540,00;1,00;5;2;4;250;
581;WINFUT;50 Segundo;1155;1155;1,04;33740;-32585;1138;502;630;6;1,30;265,00;44,11;00:00:00;-1.895,00;-535,00;1,00;5;3;1;250;
582;WINFUT;50 Segundo;2830;2830;1,12;27335;-24505;894;405;483;6;1,33;265,00;45,30;00:00:00;-1.060,00;-660,00;1,00;5;3;2;250;
583;WINFUT;50 Segundo;1620;1620;1,07;24685;-23065;835;364;463;8;1,36;265,00;43,59;00:00:00;-2.320,00;-530,00;1,00;5;3;3;250;
584;WINFUT;50 Segundo;655;655;1,03;23050;-22395;808;352;449;7;1,31;310,00;43,56;00:00:00;-1.900,00;-660,00;1,00;5;3;4;250;
585;WINFUT;50 Segundo;-935;-935;0,97;30045;-30980;1009;414;594;1;1,39;265,00;41,03;00:00:00;-2.985,00;-955,00;1,00;5;4;1;250;
586;WINFUT;50 Segundo;315;315;1,01;27255;-26940;881;358;519;4;1,47;255,00;40,64;00:00:00;-2.095,00;-1.005,00;1,00;5;4;2;250;
587;WINFUT;50 Segundo;1515;1515;1,06;25005;-23490;781;319;458;4;1,53;310,00;40,85;00:00:00;-1.470,00;-955,00;1,00;5;4;3;250;
588;WINFUT;50 Segundo;1505;1505;1,07;23720;-22215;739;310;427;2;1,47;330,00;41,95;00:00:00;-2.180,00;-835,00;1,00;5;4;4;250;
589;WINFUT;50 Segundo;165;165;1,01;31965;-31800;998;394;603;1;1,54;285,00;39,48;00:00:00;-2.775,00;-1.190,00;1,00;5;5;1;250;
590;WINFUT;50 Segundo;2005;2005;1,08;28635;-26630;829;324;502;3;1,67;555,00;39,08;00:00:00;-1.885,00;-1.000,00;1,00;5;5;2;250;
591;WINFUT;50 Segundo;1635;1635;1,07;25280;-23645;746;293;452;1;1,65;320,00;39,28;00:00:00;-2.480,00;-1.010,00;1,00;5;5;3;250;
592;WINFUT;50 Segundo;-130;-130;0,99;22300;-22430;685;255;429;1;1,67;290,00;37,23;00:00:00;-2.450,00;-900,00;1,00;5;5;4;250;
593;WINFUT;50 Segundo;1515;1515;1,04;35280;-33765;1210;678;503;29;0,78;250,00;56,03;00:00:00;-2.780,00;-695,00;1,50;5;2;1;250;
594;WINFUT;50 Segundo;1860;1860;1,07;29410;-27550;986;547;414;25;0,81;265,00;55,48;00:00:00;-3.195,00;-780,00;1,50;5;2;2;250;
595;WINFUT;50 Segundo;395;395;1,02;26720;-26325;950;542;389;19;0,73;265,00;57,05;00:00:00;-2.875,00;-950,00;1,50;5;2;3;250;
596;WINFUT;50 Segundo;1890;1890;1,08;24855;-22965;860;502;340;18;0,73;220,00;58,37;00:00:00;-1.120,00;-785,00;1,50;5;2;4;250;
597;WINFUT;50 Segundo;4075;4075;1,12;37370;-33295;1064;593;452;19;0,86;265,00;55,73;00:00:00;-1.750,00;-600,00;1,50;5;3;1;250;
598;WINFUT;50 Segundo;3430;3430;1,13;30650;-27220;848;469;372;7;0,89;265,00;55,31;00:00:00;-1.875,00;-690,00;1,50;5;3;2;250;
599;WINFUT;50 Segundo;3620;3620;1,15;28090;-24470;773;424;338;11;0,92;265,00;54,85;00:00:00;-1.495,00;-600,00;1,50;5;3;3;250;
600;WINFUT;50 Segundo;600;600;1,02;25450;-24850;761;411;344;6;0,86;310,00;54,01;00:00:00;-1.970,00;-595,00;1,50;5;3;4;250;
601;WINFUT;50 Segundo;2950;2950;1,09;34360;-31410;927;498;423;6;0,93;265,00;53,72;00:00:00;-2.625,00;-685,00;1,50;5;4;1;250;
602;WINFUT;50 Segundo;1895;1895;1,07;30695;-28800;809;423;379;7;0,95;260,00;52,29;00:00:00;-2.415,00;-725,00;1,50;5;4;2;250;
603;WINFUT;50 Segundo;2720;2720;1,11;28160;-25440;722;377;342;3;1,00;310,00;52,22;00:00:00;-1.250,00;-725,00;1,50;5;4;3;250;
604;WINFUT;50 Segundo;1925;1925;1,08;26405;-24480;683;357;323;3;0,98;330,00;52,27;00:00:00;-1.550,00;-680,00;1,50;5;4;4;250;
605;WINFUT;50 Segundo;3145;3145;1,09;36295;-33150;906;467;436;3;1,02;285,00;51,55;00:00:00;-2.505,00;-775,00;1,50;5;5;1;250;
606;WINFUT;50 Segundo;3460;3460;1,12;31785;-28325;753;385;366;2;1,07;555,00;51,13;00:00:00;-2.065,00;-830,00;1,50;5;5;2;250;
607;WINFUT;50 Segundo;2625;2625;1,10;27920;-25295;679;352;326;1;1,02;320,00;51,84;00:00:00;-2.350,00;-790,00;1,50;5;5;3;250;
608;WINFUT;50 Segundo;540;540;1,02;25200;-24660;628;304;323;1;1,09;290,00;48,41;00:00:00;-2.120,00;-955,00;1,50;5;5;4;250;
609;WINFUT;50 Segundo;4140;4140;1,13;35725;-31585;1154;696;420;38;0,68;250,00;60,31;00:00:00;-1.845,00;-685,00;2,00;5;2;1;250;
610;WINFUT;50 Segundo;2970;2970;1,11;30645;-27675;955;578;350;27;0,67;265,00;60,52;00:00:00;-2.990,00;-800,00;2,00;5;2;2;250;
611;WINFUT;50 Segundo;1430;1430;1,06;27095;-25665;899;566;316;17;0,59;265,00;62,96;00:00:00;-2.940,00;-760,00;2,00;5;2;3;250;
612;WINFUT;50 Segundo;2690;2690;1,12;25385;-22695;824;524;281;19;0,60;220,00;63,59;00:00:00;-1.030,00;-915,00;2,00;5;2;4;250;
613;WINFUT;50 Segundo;6845;6845;1,21;38750;-31905;1014;634;357;23;0,68;265,00;62,52;00:00:00;-1.570,00;-685,00;2,00;5;3;1;250;
614;WINFUT;50 Segundo;4465;4465;1,16;32240;-27775;814;502;304;8;0,70;255,00;61,67;00:00:00;-1.525,00;-690,00;2,00;5;3;2;250;
615;WINFUT;50 Segundo;3730;3730;1,15;29145;-25415;747;455;280;12;0,71;260,00;60,91;00:00:00;-1.300,00;-805,00;2,00;5;3;3;250;
616;WINFUT;50 Segundo;1540;1540;1,06;26615;-25075;723;438;276;9;0,67;310,00;60,58;00:00:00;-1.710,00;-690,00;2,00;5;3;4;250;
617;WINFUT;50 Segundo;4115;4115;1,13;35790;-31675;879;528;345;6;0,74;265,00;60,07;00:00:00;-1.855,00;-785,00;2,00;5;4;1;250;
618;WINFUT;50 Segundo;2330;2330;1,08;32095;-29765;768;448;311;9;0,75;260,00;58,33;00:00:00;-2.900,00;-900,00;2,00;5;4;2;250;
619;WINFUT;50 Segundo;3645;3645;1,14;29685;-26040;687;402;279;6;0,79;310,00;58,52;00:00:00;-1.165,00;-800,00;2,00;5;4;3;250;
620;WINFUT;50 Segundo;3485;3485;1,14;28165;-24680;650;389;253;8;0,74;330,00;59,85;00:00:00;-1.445,00;-575,00;2,00;5;4;4;250;
621;WINFUT;50 Segundo;5345;5345;1,16;38380;-33035;850;507;339;4;0,78;280,00;59,65;00:00:00;-2.980,00;-685,00;2,00;5;5;1;250;
622;WINFUT;50 Segundo;3310;3310;1,11;33360;-30050;720;420;298;2;0,79;555,00;58,33;00:00:00;-3.010,00;-690,00;2,00;5;5;2;250;
623;WINFUT;50 Segundo;3215;3215;1,12;29730;-26515;651;385;263;3;0,77;320,00;59,14;00:00:00;-2.360,00;-915,00;2,00;5;5;3;250;
624;WINFUT;50 Segundo;3265;3265;1,13;27500;-24235;590;341;246;3;0,82;290,00;57,80;00:00:00;-1.845,00;-1.030,00;2,00;5;5;4;250;
625;WINFUT;50 Segundo;3505;3505;1,11;34775;-31270;1119;694;382;43;0,61;250,00;62,02;00:00:00;-2.465,00;-715,00;2,50;5;2;1;250;
626;WINFUT;50 Segundo;3075;3075;1,11;30580;-27505;925;576;319;30;0,62;265,00;62,27;00:00:00;-2.785,00;-890,00;2,50;5;2;2;250;
627;WINFUT;50 Segundo;2890;2890;1,12;26925;-24035;866;566;281;19;0,56;265,00;65,36;00:00:00;-3.180,00;-865,00;2,50;5;2;3;250;
628;WINFUT;50 Segundo;2815;2815;1,13;25200;-22385;797;528;250;19;0,53;220,00;66,25;00:00:00;-1.175,00;-565,00;2,50;5;2;4;250;
629;WINFUT;50 Segundo;6285;6285;1,20;38135;-31850;981;635;324;22;0,61;265,00;64,73;00:00:00;-1.895,00;-715,00;2,50;5;3;1;250;
630;WINFUT;50 Segundo;5080;5080;1,19;31570;-26490;779;502;267;10;0,63;255,00;64,44;00:00:00;-1.510,00;-715,00;2,50;5;3;2;250;
631;WINFUT;50 Segundo;4315;4315;1,18;28810;-24495;717;460;244;13;0,62;260,00;64,16;00:00:00;-1.680,00;-850,00;2,50;5;3;3;250;
632;WINFUT;50 Segundo;3095;3095;1,13;27325;-24230;690;446;234;10;0,59;310,00;64,64;00:00:00;-2.055,00;-700,00;2,50;5;3;4;250;
633;WINFUT;50 Segundo;5505;5505;1,18;36295;-30790;850;545;296;9;0,64;265,00;64,12;00:00:00;-1.630,00;-860,00;2,50;5;4;1;250;
634;WINFUT;50 Segundo;2610;2610;1,09;31715;-29105;735;460;263;12;0,62;240,00;62,59;00:00:00;-3.055,00;-960,00;2,50;5;4;2;250;
635;WINFUT;50 Segundo;4595;4595;1,18;30030;-25435;662;420;235;7;0,66;310,00;63,44;00:00:00;-1.170,00;-860,00;2,50;5;4;3;250;
636;WINFUT;50 Segundo;2660;2660;1,11;27870;-25210;623;392;221;10;0,62;330,00;62,92;00:00:00;-1.635,00;-990,00;2,50;5;4;4;250;
637;WINFUT;50 Segundo;6880;6880;1,22;38840;-31960;814;524;281;9;0,65;280,00;64,37;00:00:00;-2.715,00;-715,00;2,50;5;5;1;250;
638;WINFUT;50 Segundo;4540;4540;1,15;34200;-29660;686;432;249;5;0,66;555,00;62,97;00:00:00;-3.420,00;-845,00;2,50;5;5;2;250;
639;WINFUT;50 Segundo;4080;4080;1,15;30600;-26520;616;393;220;3;0,65;320,00;63,80;00:00:00;-2.640,00;-865,00;2,50;5;5;3;250;
640;WINFUT;50 Segundo;3410;3410;1,14;28120;-24710;567;353;210;4;0,68;290,00;62,26;00:00:00;-1.690,00;-815,00;2,50;5;5;4;250;
641;WINFUT;50 Segundo;4360;4360;1,15;34280;-29920;1095;688;363;44;0,60;245,00;62,83;00:00:00;-1.640,00;-680,00;3,00;5;2;1;250;
642;WINFUT;50 Segundo;4775;4775;1,18;30805;-26030;903;582;290;31;0,59;265,00;64,45;00:00:00;-2.080,00;-540,00;3,00;5;2;2;250;
643;WINFUT;50 Segundo;3245;3245;1,14;26750;-23505;848;564;265;19;0,53;265,00;66,51;00:00:00;-2.665,00;-1.020,00;3,00;5;2;3;250;
644;WINFUT;50 Segundo;2220;2220;1,10;24865;-22645;782;527;235;20;0,49;220,00;67,39;00:00:00;-1.475,00;-680,00;3,00;5;2;4;250;
645;WINFUT;50 Segundo;7380;7380;1,24;37745;-30365;959;638;296;25;0,58;265,00;66,53;00:00:00;-1.705,00;-845,00;3,00;5;3;1;250;
646;WINFUT;50 Segundo;5930;5930;1,23;31460;-25530;766;508;248;10;0,60;255,00;66,32;00:00:00;-1.415,00;-850,00;3,00;5;3;2;250;
647;WINFUT;50 Segundo;5530;5530;1,23;29190;-23660;706;469;222;15;0,58;260,00;66,43;00:00:00;-1.540,00;-850,00;3,00;5;3;3;250;
648;WINFUT;50 Segundo;4275;4275;1,18;27670;-23395;676;452;212;12;0,55;310,00;66,86;00:00:00;-1.760,00;-680,00;3,00;5;3;4;250;
649;WINFUT;50 Segundo;6775;6775;1,23;35865;-29090;821;549;262;10;0,59;265,00;66,87;00:00:00;-1.725,00;-1.015,00;3,00;5;4;1;250;
650;WINFUT;50 Segundo;2865;2865;1,10;32145;-29280;720;468;240;12;0,56;240,00;65,00;00:00:00;-2.390,00;-970,00;3,00;5;4;2;250;
651;WINFUT;50 Segundo;3310;3310;1,12;30255;-26945;650;422;221;7;0,59;310,00;64,92;00:00:00;-1.560,00;-1.025,00;3,00;5;4;3;250;
652;WINFUT;50 Segundo;3265;3265;1,13;28185;-24920;606;399;195;12;0,55;330,00;65,84;00:00:00;-1.530,00;-775,00;3,00;5;4;4;250;
653;WINFUT;50 Segundo;6310;6310;1,20;38295;-31985;789;523;258;8;0,59;280,00;66,29;00:00:00;-2.635,00;-850,00;3,00;5;5;1;250;
654;WINFUT;50 Segundo;4640;4640;1,16;33830;-29190;658;428;224;6;0,61;555,00;65,05;00:00:00;-2.620,00;-1.020,00;3,00;5;5;2;250;
655;WINFUT;50 Segundo;6310;6310;1,25;31195;-24885;597;404;187;6;0,58;320,00;67,67;00:00:00;-3.015,00;-855,00;3,00;5;5;3;250;
656;WINFUT;50 Segundo;3905;3905;1,16;28565;-24660;554;364;184;6;0,59;290,00;65,70;00:00:00;-1.800,00;-1.010,00;3,00;5;5;4;250;
657;WINFUT;50 Segundo;4280;4280;1,14;34195;-29915;1082;687;354;41;0,59;245,00;63,49;00:00:00;-2.095,00;-635,00;3,50;5;2;1;250;
658;WINFUT;50 Segundo;5150;5150;1,20;30655;-25505;890;579;280;31;0,58;265,00;65,06;00:00:00;-1.740,00;-620,00;3,50;5;2;2;250;
659;WINFUT;50 Segundo;3190;3190;1,14;26800;-23610;838;564;256;18;0,52;265,00;67,30;00:00:00;-2.820,00;-1.165,00;3,50;5;2;3;250;
660;WINFUT;50 Segundo;1245;1245;1,05;24530;-23285;769;520;227;22;0,46;220,00;67,62;00:00:00;-2.325,00;-630,00;3,50;5;2;4;250;
661;WINFUT;50 Segundo;8015;8015;1,27;37200;-29185;942;634;283;25;0,57;265,00;67,30;00:00:00;-1.345,00;-985,00;3,50;5;3;1;250;
662;WINFUT;50 Segundo;7610;7610;1,32;31490;-23880;752;510;231;11;0,60;255,00;67,82;00:00:00;-1.415,00;-985,00;3,50;5;3;2;250;
663;WINFUT;50 Segundo;5485;5485;1,23;29205;-23720;696;470;210;16;0,55;260,00;67,53;00:00:00;-1.845,00;-995,00;3,50;5;3;3;250;
664;WINFUT;50 Segundo;3310;3310;1,14;27730;-24420;666;453;201;12;0,50;310,00;68,02;00:00:00;-2.125,00;-790,00;3,50;5;3;4;250;
665;WINFUT;50 Segundo;6250;6250;1,22;35290;-29040;806;539;257;10;0,58;265,00;66,87;00:00:00;-1.815,00;-1.015,00;3,50;5;4;1;250;
666;WINFUT;50 Segundo;2500;2500;1,09;31690;-29190;705;465;226;14;0,53;240,00;65,96;00:00:00;-2.850,00;-985,00;3,50;5;4;2;250;
667;WINFUT;50 Segundo;3355;3355;1,13;30105;-26750;638;424;207;7;0,55;310,00;66,46;00:00:00;-1.715,00;-790,00;3,50;5;4;3;250;
668;WINFUT;50 Segundo;4000;4000;1,16;28700;-24700;600;407;181;12;0,52;330,00;67,83;00:00:00;-1.920,00;-795,00;3,50;5;4;4;250;
669;WINFUT;50 Segundo;4690;4690;1,14;37040;-32350;768;511;248;9;0,56;285,00;66,54;00:00:00;-2.985,00;-785,00;3,50;5;5;1;250;
670;WINFUT;50 Segundo;2910;2910;1,10;33335;-30425;643;424;213;6;0,55;555,00;65,94;00:00:00;-2.835,00;-1.180,00;3,50;5;5;2;250;
671;WINFUT;50 Segundo;5470;5470;1,21;31005;-25535;587;403;178;6;0,54;320,00;68,65;00:00:00;-3.150,00;-990,00;3,50;5;5;3;250;
672;WINFUT;50 Segundo;4325;4325;1,18;28920;-24595;546;369;169;8;0,54;290,00;67,58;00:00:00;-1.895,00;-1.175,00;3,50;5;5;4;250;
673;WINFUT;55 Segundo;-645;-645;0,98;34435;-35080;1296;578;699;19;1,19;265,00;44,60;00:00:00;-2.440,00;-515,00;1,00;5;2;1;250;
674;WINFUT;55 Segundo;-1750;-1750;0,94;26985;-28735;1052;460;576;16;1,18;265,00;43,73;00:00:00;-2.775,00;-590,00;1,00;5;2;2;250;
675;WINFUT;55 Segundo;-105;-105;1,00;25660;-25765;1020;474;536;10;1,13;215,00;46,47;00:00:00;-2.655,00;-1.025,00;1,00;5;2;3;250;
676;WINFUT;55 Segundo;225;225;1,01;23440;-23215;928;440;470;18;1,08;255,00;47,41;00:00:00;-1.760,00;-780,00;1,00;5;2;4;250;
677;WINFUT;55 Segundo;715;715;1,02;34325;-33610;1142;494;638;10;1,32;270,00;43,26;00:00:00;-1.925,00;-840,00;1,00;5;3;1;250;
678;WINFUT;55 Segundo;-700;-700;0,97;26670;-27370;920;385;527;8;1,33;275,00;41,85;00:00:00;-2.215,00;-895,00;1,00;5;3;2;250;
