Otimização: Bot_Donchian_MM_V31
Estratégia: Bot_Donchian_MM_V3
Data inicial: 08/05/2023
Data final: 08/08/2023
Otimizações: 864
ID;Ativo;Intervalo;Saldo;Lucro Liquido;Fator de Lucro;Lucro Bruto;Loss Bruto;Número op.;Op. Vencedoras;Op. Perdedoras;Op. Zeradas;Média de Lucro/Prejuízo;Maior lucro;Percentual de Op. Vencedoras;Média de tempo em op;Declínio Máx.(Topo ao Fundo);Declínio Máx.(Trade a Trade);TrueRangeXstop;QtdMinContratos;PeriodoDonchUm;DeslocamentoUm;StopLoss;
186;WINFUT;25 Segundo;2255;2255;1,12;20685;-18430;675;452;205;18;0,51;215,00;66,96;00:00:00;-2.790,00;-830,00;3,50;5;4;2;250;
187;WINFUT;25 Segundo;1640;1640;1,09;18955;-17315;599;404;180;15;0,49;240,00;67,45;00:00:00;-2.535,00;-790,00;3,50;5;4;3;250;
188;WINFUT;25 Segundo;450;450;1,03;18310;-17860;580;385;185;10;0,49;215,00;66,38;00:00:00;-3.185,00;-590,00;3,50;5;4;4;250;
189;WINFUT;25 Segundo;3655;3655;1,17;24980;-21325;749;504;224;21;0,52;245,00;67,29;00:00:00;-1.605,00;-980,00;3,50;5;5;1;250;
190;WINFUT;25 Segundo;2085;2085;1,10;22375;-20290;649;439;194;16;0,49;265,00;67,64;00:00:00;-2.390,00;-795,00;3,50;5;5;2;250;
191;WINFUT;25 Segundo;835;835;1,04;19580;-18745;573;381;180;12;0,49;265,00;66,49;00:00:00;-3.440,00;-790,00;3,50;5;5;3;250;
192;WINFUT;25 Segundo;200;200;1,01;18085;-17885;525;340;177;8;0,53;265,00;64,76;00:00:00;-3.375,00;-790,00;3,50;5;5;4;250;
193;WINFUT;30 Segundo;-1400;-1400;0,95;27795;-29195;1334;658;655;21;0,95;200,00;49,33;00:00:00;-2.595,00;-480,00;1,00;5;2;1;250;
194;WINFUT;30 Segundo;-3280;-3280;0,87;21020;-24300;1070;481;565;24;1,02;190,00;44,95;00:00:00;-3.695,00;-595,00;1,00;5;2;2;250;
195;WINFUT;30 Segundo;-1570;-1570;0,93;20350;-21920;1014;476;518;20;1,01;250,00;46,94;00:00:00;-2.920,00;-490,00;1,00;5;2;3;250;
196;WINFUT;30 Segundo;-3030;-3030;0,85;16865;-19895;929;439;467;23;0,90;155,00;47,26;00:00:00;-3.770,00;-360,00;1,00;5;2;4;250;
197;WINFUT;30 Segundo;-20;-20;1,00;28070;-28090;1155;540;607;8;1,12;205,00;46,75;00:00:00;-1.940,00;-535,00;1,00;5;3;1;250;
198;WINFUT;30 Segundo;-655;-655;0,97;22230;-22885;924;401;514;9;1,25;250,00;43,40;00:00:00;-2.400,00;-640,00;1,00;5;3;2;250;
199;WINFUT;30 Segundo;-1695;-1695;0,92;19280;-20975;836;356;469;11;1,21;215,00;42,58;00:00:00;-2.615,00;-485,00;1,00;5;3;3;250;
200;WINFUT;30 Segundo;-2630;-2630;0,88;18455;-21085;848;374;462;12;1,08;195,00;44,10;00:00:00;-3.740,00;-610,00;1,00;5;3;4;250;
201;WINFUT;30 Segundo;-2965;-2965;0,90;25950;-28915;1064;445;616;3;1,24;250,00;41,82;00:00:00;-4.810,00;-950,00;1,00;5;4;1;250;
202;WINFUT;30 Segundo;-5700;-5700;0,77;19535;-25235;894;342;546;6;1,24;215,00;38,26;00:00:00;-6.575,00;-710,00;1,00;5;4;2;250;
203;WINFUT;30 Segundo;-2665;-2665;0,88;18750;-21415;783;310;469;4;1,32;240,00;39,59;00:00:00;-3.430,00;-470,00;1,00;5;4;3;250;
204;WINFUT;30 Segundo;-1690;-1690;0,92;18405;-20095;744;305;435;4;1,31;255,00;40,99;00:00:00;-3.110,00;-815,00;1,00;5;4;4;250;
205;WINFUT;30 Segundo;-1550;-1550;0,94;26280;-27830;985;397;587;1;1,40;265,00;40,30;00:00:00;-3.525,00;-650,00;1,00;5;5;1;250;
206;WINFUT;30 Segundo;-915;-915;0,96;23330;-24245;856;330;522;4;1,52;265,00;38,55;00:00:00;-2.745,00;-650,00;1,00;5;5;2;250;
207;WINFUT;30 Segundo;-855;-855;0,96;20550;-21405;756;291;461;4;1,52;255,00;38,49;00:00:00;-3.235,00;-660,00;1,00;5;5;3;250;
208;WINFUT;30 Segundo;-1900;-1900;0,91;18265;-20165;686;255;428;3;1,52;275,00;37,17;00:00:00;-3.050,00;-840,00;1,00;5;5;4;250;
209;WINFUT;30 Segundo;270;270;1,01;29935;-29665;1257;736;487;34;0,67;200,00;58,55;00:00:00;-1.760,00;-465,00;1,50;5;2;1;250;
210;WINFUT;30 Segundo;-2110;-2110;0,92;22950;-25060;1004;543;429;32;0,72;190,00;54,08;00:00:00;-3.280,00;-605,00;1,50;5;2;2;250;
211;WINFUT;30 Segundo;-215;-215;0,99;21945;-22160;948;537;389;22;0,72;250,00;56,65;00:00:00;-2.965,00;-440,00;1,50;5;2;3;250;
212;WINFUT;30 Segundo;-1370;-1370;0,93;18685;-20055;859;492;343;24;0,65;200,00;57,28;00:00:00;-2.720,00;-445,00;1,50;5;2;4;250;
213;WINFUT;30 Segundo;3065;3065;1,11;30790;-27725;1058;618;428;12;0,77;205,00;58,41;00:00:00;-2.095,00;-515,00;1,50;5;3;1;250;
214;WINFUT;30 Segundo;905;905;1,04;24190;-23285;858;470;376;12;0,83;250,00;54,78;00:00:00;-1.930,00;-715,00;1,50;5;3;2;250;
215;WINFUT;30 Segundo;-320;-320;0,99;21485;-21805;776;418;343;15;0,81;215,00;53,87;00:00:00;-1.670,00;-575,00;1,50;5;3;3;250;
216;WINFUT;30 Segundo;-740;-740;0,97;20895;-21635;784;438;332;14;0,73;200,00;55,87;00:00:00;-2.635,00;-730,00;1,50;5;3;4;250;
217;WINFUT;30 Segundo;55;55;1,00;28475;-28420;947;518;419;10;0,81;250,00;54,70;00:00:00;-2.695,00;-605,00;1,50;5;4;1;250;
218;WINFUT;30 Segundo;-3525;-3525;0,86;22400;-25925;810;412;389;9;0,82;215,00;50,86;00:00:00;-5.515,00;-690,00;1,50;5;4;2;250;
219;WINFUT;30 Segundo;-1350;-1350;0,94;21125;-22475;713;365;343;5;0,88;240,00;51,19;00:00:00;-3.000,00;-775,00;1,50;5;4;3;250;
220;WINFUT;30 Segundo;-1350;-1350;0,94;20090;-21440;674;352;318;4;0,85;255,00;52,23;00:00:00;-3.190,00;-610,00;1,50;5;4;4;250;
221;WINFUT;30 Segundo;-130;-130;1,00;28905;-29035;891;466;419;6;0,90;265,00;52,30;00:00:00;-4.740,00;-970,00;1,50;5;5;1;250;
222;WINFUT;30 Segundo;540;540;1,02;25665;-25125;777;400;372;5;0,95;265,00;51,48;00:00:00;-2.810,00;-845,00;1,50;5;5;2;250;
223;WINFUT;30 Segundo;-370;-370;0,98;22555;-22925;682;342;335;5;0,96;215,00;50,15;00:00:00;-3.550,00;-685,00;1,50;5;5;3;250;
224;WINFUT;30 Segundo;-770;-770;0,96;20490;-21260;619;304;312;3;0,99;275,00;49,11;00:00:00;-4.025,00;-705,00;1,50;5;5;4;250;
225;WINFUT;30 Segundo;2245;2245;1,08;29595;-27350;1191;740;412;39;0,60;200,00;62,13;00:00:00;-1.245,00;-575,00;2,00;5;2;1;250;
226;WINFUT;30 Segundo;205;205;1,01;23315;-23110;951;564;348;39;0,62;190,00;59,31;00:00:00;-2.720,00;-665,00;2,00;5;2;2;250;
227;WINFUT;30 Segundo;-900;-900;0,96;21580;-22480;906;548;335;23;0,59;250,00;60,49;00:00:00;-3.970,00;-695,00;2,00;5;2;3;250;
228;WINFUT;30 Segundo;-810;-810;0,96;18930;-19740;825;515;284;26;0,53;200,00;62,42;00:00:00;-2.390,00;-465,00;2,00;5;2;4;250;
229;WINFUT;30 Segundo;3705;3705;1,14;30825;-27120;1011;640;352;19;0,63;205,00;63,30;00:00:00;-2.835,00;-690,00;2,00;5;3;1;250;
230;WINFUT;30 Segundo;1130;1130;1,05;24315;-23185;813;483;309;21;0,67;250,00;59,41;00:00:00;-2.825,00;-835,00;2,00;5;3;2;250;
231;WINFUT;30 Segundo;340;340;1,02;22445;-22105;739;443;272;24;0,62;215,00;59,95;00:00:00;-2.330,00;-575,00;2,00;5;3;3;250;
232;WINFUT;30 Segundo;200;200;1,01;21540;-21340;747;461;269;17;0,59;200,00;61,71;00:00:00;-2.580,00;-685,00;2,00;5;3;4;250;
233;WINFUT;30 Segundo;575;575;1,02;28335;-27760;890;533;337;20;0,65;250,00;59,89;00:00:00;-3.785,00;-585,00;2,00;5;4;1;250;
234;WINFUT;30 Segundo;-1795;-1795;0,93;23265;-25060;763;442;304;17;0,64;215,00;57,93;00:00:00;-4.395,00;-670,00;2,00;5;4;2;250;
235;WINFUT;30 Segundo;-1330;-1330;0,94;21475;-22805;679;389;282;8;0,68;240,00;57,29;00:00:00;-3.230,00;-570,00;2,00;5;4;3;250;
236;WINFUT;30 Segundo;-655;-655;0,97;20720;-21375;637;375;255;7;0,66;255,00;58,87;00:00:00;-2.910,00;-670,00;2,00;5;4;4;250;
237;WINFUT;30 Segundo;475;475;1,02;29495;-29020;839;490;336;13;0,70;265,00;58,40;00:00:00;-4.615,00;-1.020,00;2,00;5;5;1;250;
238;WINFUT;30 Segundo;1935;1935;1,08;26450;-24515;725;427;289;9;0,73;265,00;58,90;00:00:00;-3.805,00;-1.285,00;2,00;5;5;2;250;
239;WINFUT;30 Segundo;930;930;1,04;23925;-22995;649;381;262;6;0,72;220,00;58,71;00:00:00;-3.720,00;-920,00;2,00;5;5;3;250;
240;WINFUT;30 Segundo;-960;-960;0,96;20985;-21945;584;331;247;6;0,71;255,00;56,68;00:00:00;-3.600,00;-1.030,00;2,00;5;5;4;250;
241;WINFUT;30 Segundo;2400;2400;1,09;28900;-26500;1160;733;386;41;0,57;200,00;63,19;00:00:00;-1.085,00;-460,00;2,50;5;2;1;250;
242;WINFUT;30 Segundo;295;295;1,01;23070;-22775;928;568;318;42;0,57;190,00;61,21;00:00:00;-3.130,00;-710,00;2,50;5;2;2;250;
243;WINFUT;30 Segundo;-230;-230;0,99;21470;-21700;878;557;299;22;0,53;250,00;63,44;00:00:00;-3.735,00;-715,00;2,50;5;2;3;250;
244;WINFUT;30 Segundo;-1210;-1210;0,94;18890;-20100;807;517;261;29;0,47;200,00;64,06;00:00:00;-2.700,00;-580,00;2,50;5;2;4;250;
245;WINFUT;30 Segundo;4860;4860;1,19;29865;-25005;974;646;306;22;0,57;205,00;66,32;00:00:00;-2.740,00;-865,00;2,50;5;3;1;250;
246;WINFUT;30 Segundo;1775;1775;1,08;23895;-22120;782;488;271;23;0,60;250,00;62,40;00:00:00;-3.335,00;-725,00;2,50;5;3;2;250;
247;WINFUT;30 Segundo;1510;1510;1,07;22535;-21025;716;455;234;27;0,55;215,00;63,55;00:00:00;-2.295,00;-565,00;2,50;5;3;3;250;
248;WINFUT;30 Segundo;1020;1020;1,05;21515;-20495;718;468;231;19;0,52;200,00;65,18;00:00:00;-2.840,00;-570,00;2,50;5;3;4;250;
249;WINFUT;30 Segundo;1810;1810;1,07;27685;-25875;853;547;285;21;0,56;250,00;64,13;00:00:00;-2.980,00;-710,00;2,50;5;4;1;250;
250;WINFUT;30 Segundo;-605;-605;0,97;22840;-23445;727;455;250;22;0,54;215,00;62,59;00:00:00;-3.800,00;-705,00;2,50;5;4;2;250;
251;WINFUT;30 Segundo;50;50;1,00;21415;-21365;650;402;235;13;0,59;240,00;61,85;00:00:00;-2.635,00;-630,00;2,50;5;4;3;250;
252;WINFUT;30 Segundo;-575;-575;0,97;20545;-21120;609;378;222;9;0,57;255,00;62,07;00:00:00;-3.170,00;-630,00;2,50;5;4;4;250;
253;WINFUT;30 Segundo;1940;1940;1,07;28715;-26775;791;495;281;15;0,61;245,00;62,58;00:00:00;-3.885,00;-990,00;2,50;5;5;1;250;
254;WINFUT;30 Segundo;3000;3000;1,13;26555;-23555;693;439;243;11;0,62;265,00;63,35;00:00:00;-3.255,00;-865,00;2,50;5;5;2;250;
255;WINFUT;30 Segundo;3085;3085;1,14;24490;-21405;612;391;212;9;0,62;220,00;63,89;00:00:00;-2.315,00;-460,00;2,50;5;5;3;250;
256;WINFUT;30 Segundo;1810;1810;1,09;21580;-19770;549;346;196;7;0,62;255,00;63,02;00:00:00;-2.160,00;-575,00;2,50;5;5;4;250;
257;WINFUT;30 Segundo;3280;3280;1,13;28485;-25205;1133;724;367;42;0,57;200,00;63,90;00:00:00;-1.210,00;-590,00;3,00;5;2;1;250;
258;WINFUT;30 Segundo;-65;-65;1,00;22580;-22645;912;563;307;42;0,54;190,00;61,73;00:00:00;-3.325,00;-850,00;3,00;5;2;2;250;
259;WINFUT;30 Segundo;485;485;1,02;21295;-20810;859;551;284;24;0,53;250,00;64,14;00:00:00;-3.555,00;-845,00;3,00;5;2;3;250;
260;WINFUT;30 Segundo;-1835;-1835;0,91;18550;-20385;789;511;248;30;0,44;200,00;64,77;00:00:00;-3.245,00;-680,00;3,00;5;2;4;250;
261;WINFUT;30 Segundo;6630;6630;1,28;29905;-23275;951;645;287;19;0,57;205,00;67,82;00:00:00;-2.725,00;-850,00;3,00;5;3;1;250;
262;WINFUT;30 Segundo;3445;3445;1,17;23740;-20295;761;489;249;23;0,60;215,00;64,26;00:00:00;-2.735,00;-850,00;3,00;5;3;2;250;
263;WINFUT;30 Segundo;2260;2260;1,11;22315;-20055;698;456;216;26;0,53;215,00;65,33;00:00:00;-2.415,00;-675,00;3,00;5;3;3;250;
264;WINFUT;30 Segundo;2495;2495;1,13;21410;-18915;700;468;209;23;0,51;200,00;66,86;00:00:00;-2.315,00;-670,00;3,00;5;3;4;250;
265;WINFUT;30 Segundo;3145;3145;1,13;27295;-24150;827;545;260;22;0,54;250,00;65,90;00:00:00;-2.325,00;-845,00;3,00;5;4;1;250;
266;WINFUT;30 Segundo;-805;-805;0,97;22625;-23430;710;456;231;23;0,49;215,00;64,23;00:00:00;-3.715,00;-850,00;3,00;5;4;2;250;
267;WINFUT;30 Segundo;-200;-200;0,99;21190;-21390;633;396;225;12;0,56;230,00;62,56;00:00:00;-2.775,00;-750,00;3,00;5;4;3;250;
268;WINFUT;30 Segundo;1180;1180;1,06;20785;-19605;587;379;198;10;0,55;255,00;64,57;00:00:00;-2.805,00;-680,00;3,00;5;4;4;250;
269;WINFUT;30 Segundo;3805;3805;1,15;28910;-25105;767;501;248;18;0,57;245,00;65,32;00:00:00;-2.920,00;-845,00;3,00;5;5;1;250;
270;WINFUT;30 Segundo;4725;4725;1,21;26895;-22170;673;448;216;9;0,58;265,00;66,57;00:00:00;-2.070,00;-680,00;3,00;5;5;2;250;
271;WINFUT;30 Segundo;3395;3395;1,16;24485;-21090;595;394;191;10;0,56;220,00;66,22;00:00:00;-2.410,00;-695,00;3,00;5;5;3;250;
272;WINFUT;30 Segundo;2375;2375;1,12;21550;-19175;537;358;172;7;0,54;215,00;66,67;00:00:00;-2.205,00;-675,00;3,00;5;5;4;250;
273;WINFUT;30 Segundo;4345;4345;1,18;28225;-23880;1119;718;363;38;0,60;200,00;64,16;00:00:00;-915,00;-675,00;3,50;5;2;1;250;
274;WINFUT;30 Segundo;1720;1720;1,08;22460;-20740;902;565;295;42;0,57;190,00;62,64;00:00:00;-2.555,00;-990,00;3,50;5;2;2;250;
275;WINFUT;30 Segundo;900;900;1,04;20975;-20075;851;551;275;25;0,52;160,00;64,75;00:00:00;-3.195,00;-845,00;3,50;5;2;3;250;
276;WINFUT;30 Segundo;-895;-895;0,95;18265;-19160;771;503;238;30;0,45;200,00;65,24;00:00:00;-3.185,00;-795,00;3,50;5;2;4;250;
277;WINFUT;30 Segundo;7700;7700;1,36;29235;-21535;933;639;277;17;0,59;205,00;68,49;00:00:00;-2.260,00;-680,00;3,50;5;3;1;250;
278;WINFUT;30 Segundo;4315;4315;1,22;23670;-19355;751;492;237;22;0,59;215,00;65,51;00:00:00;-2.445,00;-825,00;3,50;5;3;2;250;
279;WINFUT;30 Segundo;4585;4585;1,25;22610;-18025;682;460;196;26;0,53;215,00;67,45;00:00:00;-1.720,00;-580,00;3,50;5;3;3;250;
280;WINFUT;30 Segundo;3095;3095;1,17;21075;-17980;681;459;199;23;0,51;200,00;67,40;00:00:00;-2.715,00;-630,00;3,50;5;3;4;250;
281;WINFUT;30 Segundo;3630;3630;1,15;27130;-23500;811;546;244;21;0,52;245,00;67,32;00:00:00;-2.260,00;-975,00;3,50;5;4;1;250;
282;WINFUT;30 Segundo;610;610;1,03;23185;-22575;694;459;213;22;0,48;215,00;66,14;00:00:00;-3.785,00;-990,00;3,50;5;4;2;250;
283;WINFUT;30 Segundo;955;955;1,05;21460;-20505;625;402;210;13;0,55;230,00;64,32;00:00:00;-2.775,00;-795,00;3,50;5;4;3;250;
284;WINFUT;30 Segundo;1735;1735;1,09;20565;-18830;573;378;183;12;0,53;175,00;65,97;00:00:00;-2.850,00;-785,00;3,50;5;4;4;250;
285;WINFUT;30 Segundo;4565;4565;1,19;28625;-24060;746;494;234;18;0,56;245,00;66,22;00:00:00;-3.210,00;-990,00;3,50;5;5;1;250;
286;WINFUT;30 Segundo;4930;4930;1,23;26560;-21630;661;443;206;12;0,57;250,00;67,02;00:00:00;-2.355,00;-660,00;3,50;5;5;2;250;
287;WINFUT;30 Segundo;4420;4420;1,22;24345;-19925;585;396;179;10;0,55;220,00;67,69;00:00:00;-2.020,00;-610,00;3,50;5;5;3;250;
288;WINFUT;30 Segundo;2110;2110;1,11;21330;-19220;525;354;163;8;0,51;215,00;67,43;00:00:00;-2.450,00;-780,00;3,50;5;5;4;250;
289;WINFUT;35 Segundo;-965;-965;0,97;29900;-30865;1331;629;672;30;1,03;200,00;47,26;00:00:00;-2.395,00;-445,00;1,00;5;2;1;250;
290;WINFUT;35 Segundo;-2165;-2165;0,92;23405;-25570;1079;490;567;22;1,06;215,00;45,41;00:00:00;-3.490,00;-725,00;1,00;5;2;2;250;
291;WINFUT;35 Segundo;-2830;-2830;0,88;21240;-24070;1045;486;535;24;0,97;265,00;46,51;00:00:00;-3.965,00;-415,00;1,00;5;2;3;250;
292;WINFUT;35 Segundo;-2015;-2015;0,91;19625;-21640;970;456;487;27;0,97;160,00;47,01;00:00:00;-3.450,00;-465,00;1,00;5;2;4;250;
293;WINFUT;35 Segundo;-485;-485;0,98;28895;-29380;1141;521;613;7;1,16;295,00;45,66;00:00:00;-3.900,00;-770,00;1,00;5;3;1;250;
294;WINFUT;35 Segundo;-2680;-2680;0,90;22975;-25655;956;398;551;7;1,24;265,00;41,63;00:00:00;-5.365,00;-770,00;1,00;5;3;2;250;
295;WINFUT;35 Segundo;-1585;-1585;0,93;21370;-22955;881;366;499;16;1,27;265,00;41,54;00:00:00;-3.775,00;-710,00;1,00;5;3;3;250;
296;WINFUT;35 Segundo;-4080;-4080;0,82;19175;-23255;878;363;500;15;1,14;190,00;41,34;00:00:00;-5.515,00;-710,00;1,00;5;3;4;250;
297;WINFUT;35 Segundo;-180;-180;0,99;28700;-28880;1036;435;597;4;1,36;320,00;41,99;00:00:00;-3.260,00;-540,00;1,00;5;4;1;250;
298;WINFUT;35 Segundo;-2015;-2015;0,92;23425;-25440;887;353;529;5;1,38;265,00;39,80;00:00:00;-3.950,00;-720,00;1,00;5;4;2;250;
299;WINFUT;35 Segundo;-1410;-1410;0,94;20750;-22160;790;314;466;10;1,39;265,00;39,75;00:00:00;-3.205,00;-780,00;1,00;5;4;3;250;
300;WINFUT;35 Segundo;-2465;-2465;0,88;18630;-21095;746;292;447;7;1,35;225,00;39,14;00:00:00;-3.625,00;-840,00;1,00;5;4;4;250;
301;WINFUT;35 Segundo;375;375;1,01;28035;-27660;969;396;569;4;1,46;325,00;40,87;00:00:00;-2.430,00;-655,00;1,00;5;5;1;250;
302;WINFUT;35 Segundo;-1435;-1435;0,94;23970;-25405;855;330;522;3;1,49;265,00;38,60;00:00:00;-2.330,00;-760,00;1,00;5;5;2;250;
303;WINFUT;35 Segundo;-2320;-2320;0,90;20075;-22395;755;288;463;4;1,44;255,00;38,15;00:00:00;-3.025,00;-655,00;1,00;5;5;3;250;
304;WINFUT;35 Segundo;-2100;-2100;0,90;18950;-21050;696;261;433;2;1,49;265,00;37,50;00:00:00;-3.535,00;-1.000,00;1,00;5;5;4;250;
305;WINFUT;35 Segundo;-980;-980;0,97;31320;-32300;1246;698;512;36;0,71;290,00;56,02;00:00:00;-2.805,00;-805,00;1,50;5;2;1;250;
306;WINFUT;35 Segundo;-1160;-1160;0,96;25260;-26420;1011;563;424;24;0,72;215,00;55,69;00:00:00;-2.795,00;-735,00;1,50;5;2;2;250;
307;WINFUT;35 Segundo;45;45;1,00;24035;-23990;967;563;380;24;0,68;265,00;58,22;00:00:00;-2.795,00;-430,00;1,50;5;2;3;250;
308;WINFUT;35 Segundo;1400;1400;1,07;21950;-20550;893;531;333;29;0,67;160,00;59,46;00:00:00;-2.190,00;-695,00;1,50;5;2;4;250;
309;WINFUT;35 Segundo;-1380;-1380;0,96;30020;-31400;1058;581;460;17;0,76;295,00;54,91;00:00:00;-4.780,00;-1.040,00;1,50;5;3;1;250;
310;WINFUT;35 Segundo;-155;-155;0,99;25770;-25925;884;481;393;10;0,81;265,00;54,41;00:00:00;-4.540,00;-780,00;1,50;5;3;2;250;
311;WINFUT;35 Segundo;-580;-580;0,98;23240;-23820;799;427;356;16;0,81;265,00;53,44;00:00:00;-3.930,00;-695,00;1,50;5;3;3;250;
312;WINFUT;35 Segundo;-1755;-1755;0,93;21985;-23740;800;435;351;14;0,75;190,00;54,38;00:00:00;-4.400,00;-775,00;1,50;5;3;4;250;
313;WINFUT;35 Segundo;240;240;1,01;30700;-30460;952;507;436;9;0,87;320,00;53,26;00:00:00;-2.535,00;-705,00;1,50;5;4;1;250;
314;WINFUT;35 Segundo;70;70;1,00;26330;-26260;811;420;385;6;0,92;265,00;51,79;00:00:00;-3.275,00;-615,00;1,50;5;4;2;250;
315;WINFUT;35 Segundo;-90;-90;1,00;23570;-23660;729;375;345;9;0,92;265,00;51,44;00:00:00;-3.050,00;-525,00;1,50;5;4;3;250;
316;WINFUT;35 Segundo;-655;-655;0,97;21265;-21920;674;348;321;5;0,89;225,00;51,63;00:00:00;-2.745,00;-535,00;1,50;5;4;4;250;
317;WINFUT;35 Segundo;860;860;1,03;30570;-29710;896;475;418;3;0,91;325,00;53,01;00:00:00;-2.370,00;-700,00;1,50;5;5;1;250;
318;WINFUT;35 Segundo;2725;2725;1,11;28170;-25445;771;408;360;3;0,98;265,00;52,92;00:00:00;-1.685,00;-800,00;1,50;5;5;2;250;
319;WINFUT;35 Segundo;-2640;-2640;0,89;22065;-24705;688;338;347;3;0,92;255,00;49,13;00:00:00;-3.820,00;-955,00;1,50;5;5;3;250;
320;WINFUT;35 Segundo;-840;-840;0,96;21180;-22020;625;316;308;1;0,94;265,00;50,56;00:00:00;-2.810,00;-790,00;1,50;5;5;4;250;
321;WINFUT;35 Segundo;505;505;1,02;31175;-30670;1185;716;428;41;0,61;290,00;60,42;00:00:00;-3.035,00;-845,00;2,00;5;2;1;250;
322;WINFUT;35 Segundo;-1015;-1015;0,96;25615;-26630;970;577;365;28;0,61;215,00;59,48;00:00:00;-4.090,00;-805,00;2,00;5;2;2;250;
323;WINFUT;35 Segundo;560;560;1,02;24270;-23710;924;581;314;29;0,55;265,00;62,88;00:00:00;-3.345,00;-495,00;2,00;5;2;3;250;
324;WINFUT;35 Segundo;1355;1355;1,07;22075;-20720;854;541;284;29;0,56;160,00;63,35;00:00:00;-2.305,00;-800,00;2,00;5;2;4;250;
325;WINFUT;35 Segundo;-575;-575;0,98;29815;-30390;997;593;378;26;0,63;295,00;59,48;00:00:00;-4.405,00;-795,00;2,00;5;3;1;250;
326;WINFUT;35 Segundo;320;320;1,01;26185;-25865;848;505;320;23;0,64;265,00;59,55;00:00:00;-4.405,00;-795,00;2,00;5;3;2;250;
327;WINFUT;35 Segundo;980;980;1,04;24370;-23390;762;455;290;17;0,66;265,00;59,71;00:00:00;-4.075,00;-795,00;2,00;5;3;3;250;
328;WINFUT;35 Segundo;-1140;-1140;0,95;22765;-23905;757;455;286;16;0,60;190,00;60,11;00:00:00;-4.560,00;-800,00;2,00;5;3;4;250;
329;WINFUT;35 Segundo;2380;2380;1,08;31245;-28865;890;532;338;20;0,69;320,00;59,78;00:00:00;-3.250,00;-1.080,00;2,00;5;4;1;250;
330;WINFUT;35 Segundo;855;855;1,03;27035;-26180;767;446;307;14;0,71;265,00;58,15;00:00:00;-4.525,00;-975,00;2,00;5;4;2;250;
331;WINFUT;35 Segundo;915;915;1,04;24860;-23945;701;410;279;12;0,71;265,00;58,49;00:00:00;-3.355,00;-700,00;2,00;5;4;3;250;
332;WINFUT;35 Segundo;1020;1020;1,05;22400;-21380;631;376;248;7;0,69;225,00;59,59;00:00:00;-2.795,00;-685,00;2,00;5;4;4;250;
333;WINFUT;35 Segundo;2505;2505;1,09;31405;-28900;844;514;322;8;0,68;325,00;60,90;00:00:00;-3.290,00;-790,00;2,00;5;5;1;250;
334;WINFUT;35 Segundo;2875;2875;1,11;28615;-25740;723;429;287;7;0,74;265,00;59,34;00:00:00;-2.390,00;-1.035,00;2,00;5;5;2;250;
335;WINFUT;35 Segundo;90;90;1,00;24140;-24050;651;378;267;6;0,71;255,00;58,06;00:00:00;-3.055,00;-805,00;2,00;5;5;3;250;
336;WINFUT;35 Segundo;-315;-315;0,99;21930;-22245;586;343;238;5;0,68;260,00;58,53;00:00:00;-2.725,00;-805,00;2,00;5;5;4;250;
337;WINFUT;35 Segundo;1310;1310;1,04;30540;-29230;1151;715;396;40;0,58;290,00;62,12;00:00:00;-3.535,00;-915,00;2,50;5;2;1;250;
338;WINFUT;35 Segundo;625;625;1,03;25475;-24850;945;588;330;27;0,58;215,00;62,22;00:00:00;-3.395,00;-1.000,00;2,50;5;2;2;250;
339;WINFUT;35 Segundo;1135;1135;1,05;24140;-23005;894;585;278;31;0,50;265,00;65,44;00:00:00;-3.160,00;-515,00;2,50;5;2;3;250;
340;WINFUT;35 Segundo;1700;1700;1,08;22010;-20310;831;550;252;29;0,50;160,00;66,19;00:00:00;-2.335,00;-710,00;2,50;5;2;4;250;
341;WINFUT;35 Segundo;-45;-45;1,00;28965;-29010;962;592;338;32;0,57;295,00;61,54;00:00:00;-3.925,00;-820,00;2,50;5;3;1;250;
342;WINFUT;35 Segundo;2170;2170;1,09;25740;-23570;816;510;281;25;0,60;265,00;62,50;00:00:00;-3.480,00;-755,00;2,50;5;3;2;250;
343;WINFUT;35 Segundo;2115;2115;1,10;24210;-22095;732;460;255;17;0,61;265,00;62,84;00:00:00;-3.195,00;-715,00;2,50;5;3;3;250;
344;WINFUT;35 Segundo;-500;-500;0,98;22645;-23145;724;456;250;18;0,54;190,00;62,98;00:00:00;-4.170,00;-995,00;2,50;5;3;4;250;
345;WINFUT;35 Segundo;4540;4540;1,17;30935;-26395;844;532;288;24;0,63;320,00;63,03;00:00:00;-2.625,00;-860,00;2,50;5;4;1;250;
346;WINFUT;35 Segundo;1950;1950;1,08;26950;-25000;732;448;271;13;0,65;265,00;61,20;00:00:00;-3.215,00;-710,00;2,50;5;4;2;250;
347;WINFUT;35 Segundo;2105;2105;1,09;24555;-22450;658;404;241;13;0,65;265,00;61,40;00:00:00;-3.010,00;-770,00;2,50;5;4;3;250;
348;WINFUT;35 Segundo;1900;1900;1,09;22270;-20370;599;382;209;8;0,60;225,00;63,77;00:00:00;-2.330,00;-830,00;2,50;5;4;4;250;
349;WINFUT;35 Segundo;1970;1970;1,07;30580;-28610;803;514;280;9;0,58;325,00;64,01;00:00:00;-2.530,00;-720,00;2,50;5;5;1;250;
